Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group,Id
9.94,Short,M,No,53,1,0,0,1,1,1,1,1362
8.2,Medium,M,No,44,0,0,0,0,0,0,0,1363
7.96,Medium,F,Yes,50,1,0,1,0,0,1,1,1364
2.95,Long,F,Yes,54,0,0,0,0,0,0,0,1365
6.13,Medium,F,No,43,0,0,0,0,1,0,0,1366
2.19,Long,M,Yes,47,0,0,0,0,1,0,0,1367
5.97,Short,M,Yes,32,0,0,0,0,0,0,0,1368
9.52,Long,M,Yes,42,1,0,0,0,0,1,0,1369
2.85,Long,F,No,45,0,0,0,1,1,0,0,1370
6.68,Short,F,Yes,20,0,0,0,0,0,0,0,1371
7.82,Short,F,Yes,29,0,0,0,0,0,0,1,1372
7.51,Long,M,No,31,0,0,0,0,0,0,0,1373
5.42,Medium,M,Yes,48,1,1,1,0,0,1,0,1374
5.73,Long,M,No,32,0,0,0,1,1,0,0,1375
8.45,Long,F,No,41,0,0,1,0,0,0,0,1376
2.44,Medium,M,Yes,35,1,1,1,0,0,1,1,1377
2.69,Short,M,Yes,24,0,0,0,0,0,1,0,1378
4.03,Medium,M,No,52,0,0,0,0,0,1,0,1379
7.83,Long,F,Yes,42,0,1,0,0,1,0,0,1380
6.57,Medium,F,No,39,0,0,0,0,0,1,0,1381
8.68,Short,M,Yes,39,1,0,1,0,1,1,0,1382
8.53,Long,M,No,35,0,0,0,1,1,0,0,1383
7.86,Medium,M,No,28,1,1,1,0,1,1,1,1384
2.27,Long,F,No,36,1,0,1,0,0,0,0,1385
2.26,Medium,M,No,53,1,1,0,0,1,0,0,1386
9.96,Medium,F,No,24,1,1,0,0,1,0,0,1387
9.78,Long,M,Yes,31,1,0,0,0,0,0,0,1388
3.15,Long,F,Yes,28,0,0,0,0,1,0,1,1389
5.31,Short,M,Yes,28,0,0,0,0,0,0,0,1390
9.32,Long,F,Yes,27,0,0,0,0,0,0,0,1391
5.09,Long,F,No,50,0,0,0,0,0,1,0,1392
5.41,Long,F,No,38,1,1,1,0,1,1,1,1393
7.13,Medium,M,Yes,46,0,0,0,0,0,0,0,1394
6.26,Long,M,No,22,0,0,0,0,1,1,0,1395
8.7,Medium,F,No,46,0,0,0,1,0,0,1,1396
5.86,Medium,M,No,38,1,0,0,0,1,0,0,1397
6.31,Medium,M,No,53,0,0,0,0,0,0,0,1398
9.37,Long,M,Yes,46,1,1,1,0,1,1,0,1399
3.73,Short,M,Yes,55,1,1,0,1,0,1,0,1400
7.43,Medium,F,Yes,23,0,1,0,0,0,1,0,1401
4.6,Long,F,Yes,31,0,0,0,0,0,0,0,1402
7.25,Medium,F,Yes,52,1,0,0,0,0,0,0,1403
5,Medium,M,No,43,0,0,0,0,0,0,0,1404
9.15,Long,M,Yes,55,1,1,0,0,1,1,0,1405
7.59,Long,F,No,50,0,0,0,0,0,0,0,1406
3.86,Long,M,Yes,43,0,0,0,0,0,0,0,1407
7.7,Medium,F,No,44,0,0,0,0,0,0,0,1408
9.56,Short,M,No,32,1,1,0,0,0,1,0,1409
5.83,Short,M,No,21,1,1,1,0,0,1,0,1410
5.12,Medium,F,No,30,0,0,0,0,1,0,0,1411
5.71,Short,M,Yes,52,1,1,0,1,1,1,0,1412
9.87,Short,F,No,57,0,0,0,0,0,0,1,1413
9.59,Short,M,Yes,46,0,0,0,0,0,0,0,1414
3.57,Medium,F,No,37,0,0,0,0,1,0,0,1415
5.17,Short,F,No,31,1,1,0,0,0,1,0,1416
5.75,Long,F,No,26,1,1,1,0,0,1,1,1417
3.23,Short,M,No,33,0,1,1,0,1,1,0,1418
6.87,Short,F,Yes,50,1,1,1,0,0,1,0,1419
2.74,Short,F,Yes,51,0,0,0,0,0,0,1,1420
3.45,Long,F,Yes,35,0,0,0,0,0,0,0,1421
7.43,Long,F,Yes,50,0,0,0,0,1,1,0,1422
7.1,Short,M,No,54,1,1,1,0,0,1,0,1423
5.18,Medium,F,Yes,30,1,1,0,0,0,0,0,1424
7.92,Medium,F,No,32,0,0,0,0,0,1,0,1425
3.67,Long,F,Yes,45,1,0,0,0,0,1,0,1426
6.43,Long,F,Yes,21,0,0,0,0,0,0,0,1427
7.14,Medium,M,Yes,18,0,1,0,0,1,1,0,1428
3.39,Medium,F,Yes,25,0,0,1,0,0,0,0,1429
2.03,Short,M,Yes,23,0,0,0,0,1,0,0,1430
8.63,Medium,M,No,43,1,0,1,1,0,1,0,1431
2.63,Short,F,No,49,0,0,0,0,0,1,0,1432
6,Medium,F,Yes,45,0,0,0,0,1,0,0,1433
3.93,Medium,M,No,20,0,0,0,1,1,0,0,1434
4.7,Short,M,No,49,1,0,1,1,1,1,1,1435
6.42,Long,M,Yes,38,0,0,0,0,0,0,1,1436
4.53,Short,F,Yes,20,1,1,1,0,0,1,0,1437
5.22,Short,M,Yes,25,1,1,0,0,1,0,0,1438
4.73,Long,F,Yes,27,0,0,0,0,0,0,0,1439
7.84,Medium,M,No,25,0,0,0,0,0,0,0,1440
4.87,Short,M,No,51,1,0,0,0,1,1,0,1441
5.51,Long,F,No,28,0,0,0,1,0,0,0,1442
5.19,Short,F,Yes,29,1,1,0,0,0,1,0,1443
3.95,Medium,M,Yes,54,1,0,0,0,0,1,0,1444
7.45,Medium,M,No,22,1,0,0,0,0,0,0,1445
2.19,Long,M,No,26,0,0,0,0,0,1,0,1446
2.21,Long,F,Yes,24,0,0,0,0,0,1,0,1447
4.16,Medium,M,Yes,18,1,0,0,0,1,1,0,1448
8.74,Long,F,Yes,26,0,0,0,0,1,0,0,1449
3.08,Long,F,Yes,26,1,0,0,1,0,0,0,1450
3.78,Medium,M,Yes,47,1,0,1,0,0,1,0,1451
5.08,Long,M,Yes,38,0,0,0,0,0,0,0,1452
7.89,Short,M,No,28,1,1,1,0,1,1,0,1453
3.31,Long,F,No,25,0,0,0,0,1,0,0,1454
8.5,Medium,F,No,48,1,1,1,0,0,1,1,1455
2.88,Long,F,Yes,29,1,1,0,0,0,1,0,1456
3.91,Long,M,Yes,48,0,0,0,1,0,0,1,1457
3.95,Medium,M,Yes,51,0,0,0,0,0,0,0,1458
2.99,Long,F,No,27,0,0,0,0,0,0,0,1459
2.09,Long,F,No,40,1,0,0,0,0,1,0,1460
8.04,Medium,M,No,21,0,0,0,0,1,0,0,1461
8.92,Short,F,No,50,1,0,0,0,0,1,1,1462
2.82,Medium,F,No,22,1,0,0,0,1,1,1,1463
2.51,Long,F,No,54,0,1,0,0,1,1,0,1464
6.13,Long,F,No,40,1,0,0,0,0,0,0,1465
9.86,Long,F,No,36,0,0,0,1,0,0,0,1466
7.95,Medium,M,Yes,34,0,0,0,1,1,0,0,1467
2.85,Short,F,No,33,1,1,0,0,0,0,1,1468
6.37,Short,M,Yes,35,1,0,0,1,1,0,1,1469
8.6,Medium,M,No,21,0,0,0,0,0,0,0,1470
2.95,Long,M,No,50,0,0,0,0,0,0,0,1471
5.5,Long,F,Yes,53,0,0,0,0,0,0,0,1472
8.04,Long,F,Yes,38,1,0,1,0,1,0,0,1473
3.69,Short,F,Yes,21,0,0,0,0,0,1,0,1474
9.83,Medium,M,Yes,44,0,0,0,0,0,0,0,1475
4.27,Long,F,Yes,26,0,0,0,0,0,1,0,1476
6.48,Medium,M,No,46,0,0,0,0,1,0,1,1477
6.95,Long,M,No,53,0,1,0,0,0,1,0,1478
6.25,Medium,M,Yes,35,1,0,0,0,1,1,0,1479
5.57,Medium,F,Yes,30,0,0,0,0,0,0,0,1480
6.56,Medium,M,No,52,1,1,1,0,0,1,1,1481
5.57,Short,M,No,22,0,0,0,0,1,0,0,1482
5.25,Medium,M,No,46,0,1,0,0,0,1,0,1483
3.84,Long,F,Yes,41,0,0,0,0,0,0,0,1484
6.33,Long,M,Yes,22,0,0,0,0,0,0,0,1485
4.19,Long,M,Yes,22,0,0,0,0,0,1,0,1486
8.67,Long,F,No,56,0,0,0,0,1,0,0,1487
5.46,Long,F,Yes,43,0,1,0,0,0,1,0,1488
2.28,Medium,F,Yes,44,0,1,0,0,1,0,0,1489
3.6,Medium,M,No,55,0,0,0,0,1,0,0,1490
4.78,Short,M,Yes,49,1,1,0,0,1,1,0,1491
2.34,Long,F,Yes,19,0,0,0,0,1,0,0,1492
8.35,Medium,M,No,19,1,0,0,0,0,0,1,1493
5.62,Medium,F,Yes,48,1,0,0,0,1,1,0,1494
3.1,Long,M,Yes,43,0,0,0,0,0,0,0,1495
2.8,Medium,F,Yes,45,1,0,0,0,0,0,0,1496
6.26,Medium,M,No,23,0,0,0,0,0,0,0,1497
9.27,Long,F,Yes,39,1,0,0,0,0,0,0,1498
5.6,Long,M,Yes,24,0,1,0,0,0,1,0,1499
8.19,Long,F,Yes,24,0,0,0,0,0,0,0,1500
4.51,Medium,M,Yes,19,0,0,0,1,0,0,0,1501
8.43,Long,M,No,25,0,0,0,0,0,0,1,1502
5.98,Medium,F,No,25,1,0,0,0,0,0,0,1503
4.62,Medium,F,No,28,1,0,0,0,0,0,0,1504
10.1,Medium,M,Yes,24,0,0,0,0,0,0,0,1505
4.21,Short,F,Yes,43,0,1,0,0,0,0,0,1506
6.4,Medium,F,No,25,0,0,0,0,0,0,0,1507
8.67,Medium,M,No,32,0,0,0,0,0,1,0,1508
7.1,Long,F,Yes,37,0,1,0,0,0,1,0,1509
7.89,Medium,F,Yes,53,0,0,0,1,0,0,0,1510
8.11,Long,F,No,37,0,0,0,0,0,1,0,1511
7.61,Medium,F,No,37,1,0,0,0,0,1,1,1512
8.95,Medium,M,Yes,29,0,0,0,0,1,0,0,1513
6.4,Short,F,No,32,0,0,0,0,1,0,0,1514
6.37,Short,F,Yes,51,0,0,0,0,0,1,0,1515
7.35,Long,M,No,23,0,1,0,0,0,1,0,1516
9.3,Short,M,No,34,0,0,0,0,1,0,0,1517
4.21,Medium,M,Yes,31,1,1,0,0,0,0,0,1518
6.89,Medium,F,No,37,1,0,0,1,0,0,0,1519
7.43,Long,F,No,56,0,0,0,0,0,1,0,1520
6.1,Medium,M,No,52,0,0,0,0,0,0,0,1521
6.22,Medium,F,Yes,38,1,1,0,0,1,1,0,1522
4.52,Medium,F,Yes,24,1,0,0,0,1,0,0,1523
2.33,Medium,F,No,55,0,0,0,0,0,0,0,1524
8.17,Short,F,Yes,35,1,1,1,1,1,1,1,1525
7.68,Long,M,No,41,0,0,0,0,0,0,0,1526
2.59,Medium,F,No,37,0,0,0,0,1,0,0,1527
7.15,Long,F,No,50,0,0,0,0,0,0,0,1528
5.8,Long,F,Yes,54,0,0,0,0,1,0,0,1529
8.65,Medium,F,No,17,1,0,0,0,0,0,0,1530
6.11,Long,M,No,36,1,1,1,0,0,0,1,1531
4.19,Short,M,No,41,0,0,0,0,1,0,0,1532
8.51,Long,M,No,37,0,0,0,0,0,1,0,1533
3.73,Long,M,Yes,50,0,0,0,0,0,1,0,1534
8.11,Medium,M,No,21,1,0,0,0,0,1,0,1535
3.5,Medium,M,No,46,1,0,0,0,0,0,0,1536
9.07,Medium,M,No,35,1,0,1,1,0,1,0,1537
6.79,Medium,M,No,37,0,0,0,0,0,0,0,1538
4.39,Medium,F,Yes,37,0,0,0,0,1,0,0,1539
3.35,Long,M,No,31,1,1,1,0,0,1,0,1540
7.24,Short,F,Yes,26,1,1,1,0,0,1,0,1541
5.8,Medium,F,No,27,1,1,0,0,0,1,0,1542
7.63,Long,F,No,41,0,0,0,0,1,0,0,1543
7.41,Long,M,No,40,0,0,0,0,0,0,0,1544
8.25,Short,F,Yes,27,0,1,1,0,0,1,0,1545
8.04,Medium,F,No,26,0,0,0,0,0,0,0,1546
2.25,Medium,F,No,52,0,0,0,0,1,0,1,1547
2.23,Long,F,Yes,26,1,1,1,0,1,0,0,1548
7.36,Long,F,Yes,30,0,0,0,0,0,0,0,1549
7.12,Short,F,No,55,0,0,0,0,0,0,0,1550
5.51,Long,M,Yes,23,1,1,0,0,0,1,0,1551
4.68,Short,F,No,45,0,0,0,0,0,0,0,1552
2.29,Medium,F,No,23,1,1,0,0,0,0,0,1553
10.04,Long,M,Yes,19,1,1,1,0,0,0,0,1554
7.63,Medium,F,No,51,0,0,0,0,1,0,0,1555
2.38,Short,F,No,20,0,0,0,0,0,0,0,1556
7.04,Medium,F,No,53,0,0,0,0,0,0,0,1557
7.66,Short,F,Yes,43,0,0,0,0,0,0,0,1558
3.74,Medium,M,No,32,0,0,0,1,0,0,0,1559
7.18,Medium,F,Yes,26,0,0,0,0,0,1,0,1560
7.73,Long,F,Yes,21,1,1,1,0,1,1,0,1561
8.85,Long,F,No,32,1,0,0,0,0,1,0,1562
7.14,Short,M,No,35,0,0,0,1,0,0,0,1563
7.32,Short,F,No,22,0,0,0,0,0,0,0,1564
6.3,Short,M,No,35,1,0,1,0,1,1,0,1565
7.29,Long,M,Yes,51,1,0,0,0,0,1,0,1566
2.67,Long,M,No,51,1,1,0,0,0,1,0,1567
6.91,Long,F,Yes,43,0,0,0,0,0,0,0,1568
9.15,Long,F,Yes,47,1,1,1,0,1,1,0,1569
3.02,Medium,M,No,52,0,0,0,0,1,0,0,1570
3.19,Long,M,No,41,1,1,1,0,1,1,1,1571
2.69,Medium,F,Yes,53,1,1,0,0,0,1,0,1572
9.4,Long,F,Yes,46,0,0,0,0,1,1,0,1573
9.63,Short,M,No,35,0,1,1,0,0,1,0,1574
6.27,Long,M,No,31,0,0,0,0,1,0,1,1575
7.79,Medium,F,Yes,35,0,0,0,0,1,0,0,1576
3.2,Short,F,No,35,1,0,0,0,0,1,0,1577
4.79,Medium,M,No,29,0,0,0,0,0,1,0,1578
6.58,Medium,M,No,55,1,0,0,0,0,0,0,1579
9.23,Long,F,No,33,0,0,0,0,1,0,0,1580
4.64,Short,M,Yes,49,0,1,1,0,0,1,0,1581
3.04,Medium,M,No,33,1,0,0,0,0,0,1,1582
4.33,Medium,M,Yes,35,1,0,0,0,0,0,0,1583
8.66,Medium,F,Yes,47,1,1,0,0,0,1,1,1584
7.16,Medium,F,Yes,29,1,0,0,0,1,1,0,1585
3.43,Short,F,No,53,0,1,0,0,0,1,0,1586
5.41,Medium,M,Yes,32,0,1,1,0,0,1,0,1587
4.01,Long,F,Yes,47,0,0,0,1,1,0,0,1588
2.19,Short,F,Yes,24,0,0,0,0,1,0,1,1589
6.86,Medium,F,No,45,0,0,0,0,0,0,0,1590
6.65,Short,M,No,22,1,1,0,0,1,1,0,1591
3.2,Long,F,Yes,21,0,0,0,0,1,1,0,1592
9.39,Long,F,Yes,35,1,0,1,0,0,0,0,1593
6.03,Long,F,No,46,0,0,0,0,0,0,0,1594
2.86,Medium,M,Yes,28,0,0,0,0,0,0,0,1595
8.79,Medium,M,No,34,0,0,0,0,0,0,1,1596
6.7,Medium,M,No,22,1,0,0,0,0,0,0,1597
7.58,Long,M,Yes,53,0,0,0,0,0,0,0,1598
10.02,Long,M,Yes,22,0,1,1,0,0,1,1,1599
7.57,Short,M,Yes,42,1,0,0,0,0,0,0,1600
4.16,Long,M,Yes,45,1,1,0,0,1,1,0,1601
9.87,Long,M,Yes,28,0,0,0,0,0,0,0,1602
6.94,Medium,M,Yes,26,1,1,1,1,1,1,1,1603
6.37,Long,F,Yes,30,0,0,0,0,0,0,0,1604
5.55,Short,F,No,42,0,0,0,0,1,0,0,1605
4.31,Medium,M,Yes,47,1,1,0,0,0,1,0,1606
8.83,Long,M,Yes,30,0,1,0,0,1,0,0,1607
6.97,Long,F,No,50,0,0,0,0,1,0,0,1608
6.71,Long,F,Yes,49,0,0,0,1,0,0,1,1609
5.48,Medium,M,Yes,18,0,0,0,0,0,0,0,1610
9.01,Long,F,Yes,42,0,0,0,0,0,0,0,1611
4.55,Medium,M,Yes,49,0,0,0,0,0,1,0,1612
5.73,Medium,F,No,34,0,0,0,0,0,0,1,1613
3.1,Medium,F,Yes,25,1,1,1,0,1,1,0,1614
2.36,Medium,M,No,31,0,1,0,0,0,0,0,1615
6.63,Long,M,No,47,1,1,1,0,1,0,0,1616
2.11,Long,F,No,32,1,1,0,0,0,1,0,1617
7.19,Short,F,Yes,27,1,0,0,0,0,0,0,1618
6.66,Long,F,No,21,1,1,0,1,1,1,1,1619
7.1,Long,F,Yes,49,1,0,0,0,0,0,0,1620
4.17,Medium,F,No,45,1,0,0,0,1,1,0,1621
3.23,Long,M,Yes,29,0,0,0,0,0,0,0,1622
8.23,Long,F,Yes,48,0,0,0,0,0,1,0,1623
2.57,Long,F,No,21,1,1,1,0,1,0,0,1624
6.57,Medium,F,No,32,0,1,0,0,0,0,0,1625
3,Medium,F,Yes,23,0,0,0,0,1,0,0,1626
2.54,Long,F,No,30,0,0,0,1,1,0,1,1627
7.58,Long,F,No,20,0,0,0,0,1,0,0,1628
3.36,Short,M,No,21,1,1,0,0,0,1,0,1629
2.92,Medium,M,Yes,43,0,0,0,0,0,1,0,1630
5.05,Medium,F,Yes,32,0,0,0,0,0,0,0,1631
2.95,Short,F,No,45,1,0,0,1,0,0,1,1632
3.39,Long,F,No,44,1,1,0,0,1,0,0,1633
9.15,Medium,M,No,51,0,0,0,0,0,0,0,1634
5.95,Medium,F,Yes,52,1,1,1,0,0,1,0,1635
7.89,Short,M,Yes,35,1,1,1,0,0,1,0,1636
3.24,Long,M,No,42,0,0,0,0,1,0,1,1637
4.34,Short,M,Yes,33,1,1,0,0,0,1,0,1638
8.84,Medium,F,No,32,1,0,0,0,1,0,1,1639
3.21,Long,M,Yes,51,0,0,0,0,0,0,1,1640
3.32,Long,F,Yes,42,1,1,1,1,1,0,1,1641
4.48,Long,M,Yes,43,0,0,0,0,0,0,1,1642
6.82,Medium,F,Yes,25,0,1,0,0,1,0,0,1643
3.84,Medium,F,No,28,0,0,0,1,1,0,1,1644
9.33,Medium,M,No,46,0,1,0,0,0,1,0,1645
6.21,Medium,F,Yes,24,0,0,0,0,0,0,0,1646
4.75,Medium,F,Yes,52,1,1,0,0,1,0,0,1647
3.19,Short,F,No,57,0,0,0,0,0,1,0,1648
3.29,Medium,F,No,27,1,0,0,0,0,0,0,1649
5.65,Long,F,No,32,1,0,0,0,1,0,0,1650
9.47,Short,M,Yes,24,0,0,0,0,0,1,0,1651
5.57,Long,F,Yes,23,0,0,0,1,1,0,0,1652
6.36,Short,F,Yes,23,1,1,1,1,1,1,0,1653
8.3,Medium,F,No,54,0,0,0,0,0,0,0,1654
2.72,Medium,M,Yes,52,0,0,0,0,0,0,0,1655
4.45,Long,F,No,52,0,0,0,0,0,0,0,1656
8.29,Long,M,Yes,47,0,0,0,0,1,0,0,1657
9.36,Long,M,No,42,0,0,0,0,0,0,0,1658
2.8,Medium,F,Yes,54,1,0,0,0,0,1,0,1659
6.57,Long,M,No,19,1,0,0,0,0,1,0,1660
3.57,Long,F,No,17,0,0,0,0,0,0,1,1661
4.52,Medium,F,No,44,0,1,1,0,1,1,0,1662
2.61,Short,M,Yes,24,0,0,0,0,1,0,0,1663
2.32,Medium,F,No,17,0,0,0,0,0,1,0,1664
7.69,Medium,F,Yes,43,0,0,0,0,0,0,0,1665
7.91,Long,M,No,53,1,1,1,0,0,0,0,1666
6.75,Medium,F,Yes,43,1,0,0,0,1,0,0,1667
5.56,Long,F,No,21,1,1,0,0,1,0,0,1668
3.71,Medium,M,No,31,0,1,1,0,0,1,0,1669
4.8,Medium,F,Yes,38,0,0,1,0,0,0,0,1670
2.25,Long,M,Yes,38,1,1,1,0,0,1,0,1671
6.14,Medium,M,Yes,37,1,0,0,0,1,0,0,1672
4.58,Short,M,Yes,25,1,0,0,0,0,0,0,1673
7.36,Long,M,Yes,19,0,0,0,0,0,0,0,1674
9.86,Medium,M,No,28,0,1,1,0,1,1,1,1675
5.98,Short,F,No,39,0,0,0,0,0,0,0,1676
7.53,Long,M,Yes,26,1,1,1,0,0,1,0,1677
6.16,Long,F,No,52,0,1,1,1,1,1,1,1678
2.22,Short,M,Yes,51,0,0,0,0,1,0,1,1679
10.02,Long,F,No,23,1,1,1,0,0,1,0,1680
9.04,Long,F,No,47,0,0,0,0,0,0,0,1681
2.59,Long,F,No,34,1,0,0,0,0,1,0,1682
8.87,Short,F,No,32,0,0,0,0,0,1,0,1683
2.17,Medium,M,Yes,52,0,0,0,0,1,0,1,1684
2.45,Long,F,Yes,37,0,0,0,0,0,0,0,1685
3.66,Medium,M,Yes,45,0,0,0,0,1,0,0,1686
4.66,Medium,M,No,46,0,0,0,0,1,0,0,1687
4.58,Long,M,Yes,21,1,1,0,0,0,1,0,1688
5.98,Medium,M,Yes,49,1,1,1,0,0,1,0,1689
2.55,Medium,M,Yes,50,0,1,1,0,0,1,0,1690
7,Long,M,Yes,31,1,0,0,0,1,0,0,1691
3.57,Long,F,No,49,0,0,0,0,0,0,0,1692
3.79,Long,M,Yes,31,0,0,0,0,1,0,0,1693
8.37,Long,F,No,22,1,0,1,0,1,1,0,1694
6.34,Long,M,No,34,1,0,0,0,1,0,0,1695
8.89,Medium,F,Yes,32,0,0,0,0,1,0,0,1696
7.12,Long,F,No,22,1,1,0,0,0,1,0,1697
4.81,Short,M,No,27,0,0,0,0,0,0,0,1698
7.73,Short,F,No,47,1,1,1,0,0,1,0,1699
6.09,Short,M,Yes,40,1,0,0,0,1,0,0,1700
4.44,Medium,M,No,47,0,0,0,0,1,1,0,1701
9.91,Short,F,No,27,0,0,0,0,0,0,0,1702
8.07,Long,M,Yes,25,1,0,0,0,1,0,0,1703
9.64,Long,M,No,54,0,0,1,0,0,1,0,1704
8.44,Long,M,Yes,54,1,0,1,0,1,0,1,1705
3.93,Long,F,No,34,0,0,0,0,0,0,0,1706
5.43,Short,F,No,26,1,0,0,0,1,0,0,1707
7.26,Medium,F,No,21,0,0,0,0,0,0,0,1708
9.39,Medium,M,No,48,0,1,1,1,1,1,0,1709
4.19,Long,F,Yes,45,1,1,1,0,1,0,0,1710
3.38,Medium,M,No,47,1,0,0,0,0,0,0,1711
2.11,Long,M,No,24,0,0,0,0,0,0,0,1712
2.16,Short,F,No,44,1,1,1,0,1,0,0,1713
3.46,Long,F,Yes,37,1,0,0,0,1,0,0,1714
4.38,Long,F,No,53,1,0,0,0,0,0,0,1715
6.71,Short,M,No,53,1,1,1,0,0,1,0,1716
2.85,Medium,F,Yes,34,1,1,1,0,0,1,0,1717
8.09,Long,F,Yes,41,0,0,0,1,0,1,1,1718
4.22,Long,M,No,23,1,1,0,0,0,1,0,1719
10.15,Medium,F,No,25,1,1,1,0,1,1,1,1720
2.63,Long,F,Yes,51,0,0,0,0,1,0,0,1721
7.16,Long,M,No,39,1,1,0,0,0,1,0,1722
6.27,Long,M,Yes,52,0,0,0,0,1,0,0,1723
3.47,Short,F,Yes,52,1,0,0,0,0,1,0,1724
5.83,Short,M,Yes,20,0,0,1,0,1,0,0,1725
2.35,Long,M,No,18,1,1,1,0,0,1,0,1726
2.57,Short,M,No,34,0,1,0,0,0,1,0,1727
3.13,Medium,F,No,48,0,0,0,1,1,0,0,1728
7.46,Medium,F,Yes,30,0,0,0,0,0,1,0,1729
5.93,Long,M,Yes,38,1,0,0,0,0,0,0,1730
9,Short,F,Yes,28,0,0,0,0,0,0,0,1731
2.86,Short,M,No,46,1,0,0,0,0,1,0,1732
4.04,Long,M,Yes,46,0,0,0,0,0,0,0,1733
5.13,Long,F,Yes,25,0,0,0,0,0,0,0,1734
7.52,Short,F,No,24,0,0,0,0,0,1,0,1735
9.35,Medium,M,No,36,1,0,1,0,0,1,0,1736
2.85,Medium,M,No,50,1,0,0,1,0,0,0,1737
2.52,Medium,M,No,25,0,0,0,0,0,0,0,1738
7.07,Long,F,No,41,1,0,0,0,1,1,0,1739
3.8,Medium,F,Yes,23,0,0,0,0,1,0,1,1740
3.29,Medium,F,No,52,1,1,1,0,0,1,0,1741
9.1,Long,F,Yes,36,1,1,1,0,0,1,1,1742
3.19,Medium,F,No,31,0,0,0,0,0,0,0,1743
5.02,Long,M,No,54,0,1,0,0,0,1,0,1744
3.74,Short,M,Yes,22,0,0,0,0,0,1,1,1745
8.05,Long,F,Yes,48,0,0,0,0,0,1,0,1746
9.67,Medium,F,No,42,1,0,0,0,1,0,1,1747
4.26,Long,F,Yes,22,1,0,0,0,0,0,0,1748
4.31,Long,M,Yes,51,0,0,1,1,0,1,0,1749
2.29,Medium,M,Yes,33,0,0,0,0,0,0,0,1750
2.6,Long,M,No,51,0,0,0,0,0,1,0,1751
2.43,Short,M,No,43,0,0,0,0,0,0,0,1752
2.34,Long,M,Yes,30,1,1,1,0,0,1,1,1753
8.8,Long,M,No,52,1,0,0,0,0,1,0,1754
3.43,Medium,F,Yes,43,0,0,0,1,0,0,0,1755
8.57,Long,M,Yes,27,1,0,0,1,1,0,0,1756
8.74,Medium,F,Yes,40,1,0,0,0,0,0,0,1757
6.05,Medium,F,Yes,23,1,0,0,0,0,1,0,1758
5.22,Long,M,Yes,27,0,0,0,0,0,0,0,1759
3.85,Short,F,No,34,0,1,0,1,0,1,0,1760
6.74,Long,F,Yes,44,0,0,0,0,0,0,1,1761
9.35,Long,M,No,34,1,0,1,1,0,0,1,1762
3.29,Long,M,Yes,51,0,0,0,0,0,0,0,1763
3.37,Medium,F,Yes,26,0,0,0,0,0,0,0,1764
7.35,Long,M,No,24,0,0,0,0,0,1,0,1765
2.45,Long,F,No,33,0,0,0,0,0,0,0,1766
4.72,Medium,F,No,42,1,0,1,0,1,1,0,1767
3.76,Short,F,No,46,1,1,0,0,0,0,0,1768
8.6,Medium,M,Yes,35,1,1,1,0,0,1,1,1769
7.72,Short,M,No,26,1,0,0,0,0,0,0,1770
5.91,Medium,M,No,48,0,0,0,0,0,1,0,1771
4.99,Medium,F,No,27,0,1,0,0,0,0,1,1772
4.55,Long,M,No,30,0,0,0,0,0,1,0,1773
7.97,Long,M,No,17,1,0,0,0,0,0,0,1774
6.24,Long,F,Yes,51,1,0,0,0,0,1,1,1775
5.5,Long,M,No,53,1,1,1,0,1,1,0,1776
5.23,Long,F,No,24,0,0,1,0,0,0,0,1777
8.4,Long,M,No,54,1,0,0,0,0,0,0,1778
2.46,Long,M,Yes,21,0,0,0,0,1,0,0,1779
5.16,Medium,M,Yes,45,1,0,0,0,0,0,0,1780
5.03,Long,F,No,19,0,0,0,0,1,0,0,1781
8.76,Short,F,Yes,29,0,1,0,0,0,1,0,1782
9.53,Long,M,No,53,0,0,0,0,0,1,0,1783
4.32,Medium,F,No,34,1,1,1,0,0,1,1,1784
4.24,Short,M,No,49,1,1,1,0,0,1,0,1785
2.64,Long,F,Yes,33,0,0,0,0,0,0,0,1786
4.87,Short,F,No,41,1,0,0,0,0,0,0,1787
3.86,Medium,M,No,23,0,1,0,1,1,1,0,1788
9.38,Long,M,No,32,0,1,0,0,0,0,1,1789
6.14,Medium,M,No,24,0,1,1,0,1,1,0,1790
3.72,Medium,M,Yes,34,1,0,0,0,1,0,0,1791
4.63,Short,M,Yes,49,0,0,0,0,0,1,0,1792
4.42,Long,F,No,25,1,1,1,0,0,1,0,1793
9.49,Long,M,No,26,0,0,0,0,0,0,0,1794
5.01,Long,M,Yes,47,0,0,0,0,0,0,0,1795
6.82,Short,F,No,44,1,0,0,0,0,0,1,1796
6.82,Medium,M,Yes,29,1,1,1,1,1,1,1,1797
5.98,Medium,M,No,38,0,0,0,0,0,1,0,1798
2.4,Medium,M,No,20,0,0,0,0,0,0,0,1799
6.08,Long,M,Yes,29,0,0,0,0,0,0,0,1800
7.54,Long,F,No,41,1,0,0,0,0,0,0,1801
9.7,Long,M,Yes,28,0,0,0,0,1,0,0,1802
4.19,Short,M,No,27,1,1,0,0,1,1,0,1803
9.65,Long,F,Yes,22,0,0,0,0,1,0,0,1804
9.92,Short,F,No,28,0,0,0,0,0,0,0,1805
10.04,Long,M,Yes,27,0,0,0,1,0,0,1,1806
